Transaction ID,Car ID,Customer ID,Rental Start Date,Rental End Date,Rental Duration (hours),Car Type,Rental Price ($),Payment Method
7591,687,4895,2023-09-20 22:56:55,2023-09-21 16:10:30,17,Convertible,510,Credit Card
7592,22,3603,2023-06-12 10:46:47,2023-06-17 05:08:56,18,Sedan,270,Mobile Payment
7593,436,28,2023-05-28 17:39:51,2023-06-02 21:01:12,3,Convertible,90,Mobile Payment
7594,379,695,2023-06-24 18:18:32,2023-06-28 16:13:41,21,Truck,525,Cash
7595,297,1142,2023-07-31 10:20:23,2023-08-06 16:11:21,5,Truck,125,Cash
7596,902,1109,2023-06-24 09:12:18,2023-06-28 03:42:15,18,Convertible,540,Debit Card
7597,109,191,2023-04-09 03:21:55,2023-04-10 03:53:37,0,Sedan,0,Mobile Payment
7598,940,4464,2023-05-10 17:07:01,2023-05-15 10:33:54,17,Convertible,510,Cash
7599,573,1331,2023-01-20 10:10:38,2023-01-25 17:48:07,7,Truck,175,Credit Card
7600,690,1234,2023-06-17 10:08:46,2023-06-23 06:51:52,20,SUV,400,Credit Card
7601,26,3270,2023-03-18 07:56:16,2023-03-24 00:37:21,16,Convertible,480,Credit Card
7602,871,1941,2023-03-17 09:15:46,2023-03-17 10:28:27,1,Convertible,30,Cash
7603,459,3208,2023-08-21 01:03:05,2023-08-26 21:04:49,20,Truck,500,Mobile Payment
7604,629,3943,2023-07-09 21:58:36,2023-07-11 06:31:24,8,SUV,160,Mobile Payment
7605,411,4646,2023-09-27 21:53:18,2023-09-30 03:56:48,6,Truck,150,Cash
7606,163,124,2023-12-04 04:56:18,2023-12-09 04:30:41,23,Convertible,690,Mobile Payment
7607,739,3968,2023-09-29 05:29:28,2023-10-01 06:50:47,1,Truck,25,Mobile Payment
7608,433,4671,2023-06-01 09:27:23,2023-06-07 17:59:49,8,Convertible,240,Cash
7609,966,4620,2023-04-04 12:40:54,2023-04-05 00:01:36,11,Convertible,330,Credit Card
7610,467,4560,2023-11-27 05:26:27,2023-12-02 11:35:36,6,Truck,150,Debit Card
7611,705,4580,2023-12-01 20:25:28,2023-12-05 11:56:42,15,Truck,375,Credit Card
7612,868,1168,2023-06-22 20:37:17,2023-06-29 05:46:42,9,Sedan,135,Cash
7613,736,2038,2023-01-10 06:05:10,2023-01-12 10:43:25,4,Convertible,120,Debit Card
7614,1000,1205,2023-11-13 18:27:21,2023-11-15 05:23:54,10,Truck,250,Debit Card
7615,420,120,2023-10-03 08:37:06,2023-10-09 18:20:40,9,Convertible,270,Debit Card
7616,975,1413,2023-10-15 20:12:55,2023-10-21 16:29:58,20,SUV,400,Cash
7617,655,1067,2023-04-28 12:46:13,2023-05-02 16:08:10,3,Truck,75,Mobile Payment
7618,258,4888,2023-09-21 11:28:42,2023-09-21 13:25:10,1,Convertible,30,Cash
7619,34,846,2023-06-21 23:57:11,2023-06-23 08:27:14,8,Convertible,240,Mobile Payment
7620,630,2029,2023-02-01 06:36:55,2023-02-08 01:35:43,18,SUV,360,Debit Card
7621,412,128,2023-12-15 08:11:14,2023-12-18 15:51:31,7,Truck,175,Cash
7622,808,1510,2023-05-03 02:37:40,2023-05-05 13:45:11,11,Sedan,165,Mobile Payment
7623,653,1368,2023-12-05 04:17:45,2023-12-06 08:19:35,4,Truck,100,Credit Card
7624,726,2442,2023-06-18 03:14:08,2023-06-19 06:15:16,3,Sedan,45,Mobile Payment
7625,951,2228,2023-10-11 22:44:38,2023-10-17 06:40:02,7,Truck,175,Credit Card
7626,234,2726,2023-11-04 14:28:18,2023-11-06 20:31:12,6,Truck,150,Mobile Payment
7627,591,789,2023-06-21 01:39:26,2023-06-26 03:19:42,1,Sedan,15,Credit Card
7628,339,4223,2023-09-01 08:28:40,2023-09-02 22:33:20,14,Convertible,420,Debit Card
7629,52,1594,2023-02-08 04:51:17,2023-02-09 14:22:54,9,SUV,180,Cash
7630,437,3882,2023-09-22 11:22:27,2023-09-24 18:49:56,7,SUV,140,Credit Card
7631,749,3096,2023-03-04 11:05:53,2023-03-11 06:37:46,19,Sedan,285,Cash
7632,255,696,2023-03-25 10:02:00,2023-03-29 19:11:27,9,Convertible,270,Debit Card
7633,892,2659,2023-11-12 04:36:17,2023-11-18 03:26:57,22,Convertible,660,Credit Card
7634,596,2896,2023-09-01 13:56:39,2023-09-01 23:54:26,9,Convertible,270,Credit Card
7635,325,2901,2023-04-18 20:11:20,2023-04-22 22:34:37,2,SUV,40,Debit Card
7636,212,4679,2023-08-25 17:34:43,2023-08-31 23:09:48,5,Truck,125,Cash
7637,204,4640,2023-07-25 22:54:18,2023-07-30 11:07:43,12,SUV,240,Debit Card
7638,219,4298,2023-07-13 00:34:22,2023-07-13 12:14:51,11,SUV,220,Debit Card
7639,677,3553,2023-02-27 01:00:01,2023-03-01 19:27:43,18,Truck,450,Debit Card
7640,674,3739,2023-10-20 03:26:45,2023-10-21 08:20:10,4,Sedan,60,Credit Card
7641,54,555,2023-02-28 14:27:11,2023-03-06 10:12:49,19,Truck,475,Mobile Payment
7642,978,1605,2023-11-18 10:51:49,2023-11-22 10:16:11,23,Truck,575,Mobile Payment
7643,315,2367,2023-04-02 16:49:51,2023-04-07 21:08:06,4,Convertible,120,Mobile Payment
7644,724,411,2023-10-30 06:52:56,2023-11-02 22:35:38,15,Sedan,225,Cash
7645,577,1722,2023-08-21 19:36:54,2023-08-24 21:58:16,2,SUV,40,Credit Card
7646,876,481,2023-04-19 18:13:50,2023-04-24 04:48:07,10,Truck,250,Debit Card
7647,54,3029,2023-10-28 08:16:52,2023-10-28 08:55:11,0,Sedan,0,Cash
7648,155,528,2023-05-09 04:43:08,2023-05-15 09:05:20,4,Convertible,120,Credit Card
7649,350,2383,2023-10-28 05:43:07,2023-10-28 18:08:56,12,SUV,240,Cash
7650,941,3365,2023-07-09 02:10:05,2023-07-15 01:26:02,23,Convertible,690,Credit Card
7651,756,915,2023-11-29 12:33:35,2023-12-05 21:46:15,9,Truck,225,Mobile Payment
7652,630,4710,2023-01-16 08:44:25,2023-01-20 00:03:16,15,Truck,375,Mobile Payment
7653,977,2411,2023-04-23 06:28:35,2023-04-23 12:26:56,5,Sedan,75,Credit Card
7654,824,2355,2023-08-07 00:34:41,2023-08-10 15:03:52,14,SUV,280,Cash
7655,973,3076,2023-05-14 06:18:16,2023-05-16 03:41:22,21,Convertible,630,Debit Card
7656,289,3575,2023-04-27 03:47:09,2023-05-03 03:07:26,23,Sedan,345,Credit Card
7657,976,4306,2023-12-06 13:19:01,2023-12-09 14:08:02,0,Sedan,0,Credit Card
7658,108,2481,2023-12-08 20:00:49,2023-12-10 16:41:40,20,Convertible,600,Mobile Payment
7659,648,3958,2023-06-08 03:21:53,2023-06-11 17:39:48,14,SUV,280,Mobile Payment
7660,444,3945,2023-09-30 02:06:38,2023-10-06 03:25:10,1,Sedan,15,Debit Card
7661,473,2138,2023-09-17 13:37:49,2023-09-21 21:23:19,7,Truck,175,Mobile Payment
7662,229,3842,2023-08-18 16:22:04,2023-08-21 06:23:46,14,Truck,350,Cash
7663,622,4879,2023-11-06 04:22:22,2023-11-11 08:25:05,4,Convertible,120,Cash
7664,382,1443,2023-10-06 15:36:07,2023-10-10 10:18:48,18,Sedan,270,Debit Card
7665,782,3350,2023-04-24 04:22:53,2023-04-26 21:45:17,17,Convertible,510,Mobile Payment
7666,933,3564,2023-12-24 21:02:26,2023-12-25 01:28:31,4,SUV,80,Debit Card
7667,692,30,2023-09-21 03:00:05,2023-09-22 12:56:29,9,Convertible,270,Debit Card
7668,197,2458,2023-02-05 03:41:15,2023-02-07 23:59:10,20,SUV,400,Credit Card
7669,397,1381,2023-06-15 07:41:49,2023-06-19 18:49:11,11,Truck,275,Mobile Payment
7670,962,1817,2023-06-01 15:58:52,2023-06-07 12:38:12,20,Truck,500,Credit Card
7671,773,2356,2023-06-13 17:39:37,2023-06-17 04:17:13,10,Truck,250,Cash
7672,989,3318,2023-09-16 18:05:43,2023-09-19 02:52:17,8,SUV,160,Mobile Payment
7673,504,1342,2023-06-29 01:06:06,2023-06-30 13:09:34,12,Convertible,360,Debit Card
7674,300,2561,2023-05-04 21:46:32,2023-05-05 08:43:11,10,Convertible,300,Mobile Payment
7675,494,2600,2023-02-23 07:50:07,2023-02-23 21:36:51,13,SUV,260,Debit Card
7676,452,1059,2023-12-11 11:36:53,2023-12-16 10:12:49,22,Convertible,660,Cash
7677,714,3100,2023-10-14 01:16:48,2023-10-15 07:46:51,6,Sedan,90,Credit Card
7678,126,4288,2023-09-02 19:06:55,2023-09-08 19:42:49,0,Convertible,0,Debit Card
7679,494,606,2023-08-25 21:33:49,2023-08-27 23:43:48,2,Convertible,60,Cash
7680,3,4537,2023-09-18 19:04:29,2023-09-23 12:58:56,17,Sedan,255,Debit Card
7681,200,4175,2023-08-23 16:55:42,2023-08-30 14:37:29,21,Convertible,630,Cash
7682,897,784,2023-02-11 07:13:28,2023-02-18 02:50:05,19,SUV,380,Credit Card
7683,251,588,2023-11-05 04:20:48,2023-11-06 05:27:42,1,Convertible,30,Debit Card
7684,837,1529,2023-06-29 11:03:43,2023-07-03 15:12:35,4,SUV,80,Credit Card
7685,443,1900,2023-12-02 22:13:50,2023-12-04 22:32:53,0,Truck,0,Credit Card
7686,93,2702,2023-02-09 23:45:16,2023-02-13 04:37:14,4,Sedan,60,Credit Card
7687,689,1927,2023-03-11 16:13:43,2023-03-17 20:06:43,3,SUV,60,Credit Card
7688,414,3319,2023-07-05 15:28:48,2023-07-10 06:39:35,15,Truck,375,Debit Card
7689,998,2330,2023-12-17 21:41:56,2023-12-20 22:02:20,0,Truck,0,Mobile Payment
7690,958,861,2023-04-13 22:56:25,2023-04-16 09:58:21,11,Sedan,165,Debit Card
7691,412,2357,2023-01-26 04:07:08,2023-02-01 15:56:50,11,Convertible,330,Debit Card
7692,550,2146,2023-09-25 11:43:02,2023-09-28 13:05:51,1,Sedan,15,Mobile Payment
7693,443,2475,2023-07-12 06:53:00,2023-07-18 05:00:56,22,SUV,440,Cash
7694,618,1,2023-08-24 02:34:17,2023-08-29 22:34:51,20,Sedan,300,Mobile Payment
7695,300,4329,2023-05-20 07:30:52,2023-05-21 16:59:39,9,Convertible,270,Credit Card
7696,673,3383,2023-12-05 23:43:04,2023-12-06 22:38:56,22,Convertible,660,Cash
7697,566,4465,2023-04-14 14:54:25,2023-04-21 11:42:05,20,Sedan,300,Debit Card
7698,915,347,2023-03-23 09:37:56,2023-03-28 18:59:54,9,Sedan,135,Mobile Payment
7699,105,1166,2023-09-16 14:30:32,2023-09-19 20:16:30,5,Truck,125,Mobile Payment
7700,814,1638,2023-01-09 22:30:25,2023-01-11 21:06:15,22,Truck,550,Debit Card
7701,658,1400,2023-09-18 04:35:49,2023-09-20 09:18:57,4,Truck,100,Credit Card
7702,279,4006,2023-06-20 00:15:19,2023-06-23 08:04:39,7,Truck,175,Credit Card
7703,93,4385,2023-07-01 22:41:44,2023-07-06 05:57:37,7,Sedan,105,Mobile Payment
7704,58,1710,2023-07-03 11:53:03,2023-07-07 18:19:21,6,Sedan,90,Cash
7705,893,4800,2023-02-19 17:13:16,2023-02-20 02:31:52,9,Truck,225,Mobile Payment
7706,376,1297,2023-09-02 18:08:29,2023-09-09 01:39:26,7,Sedan,105,Credit Card
7707,392,4341,2023-09-30 15:12:13,2023-10-06 03:27:34,12,Sedan,180,Credit Card
7708,723,4555,2023-02-23 11:48:48,2023-02-24 15:48:51,4,Convertible,120,Credit Card
7709,280,842,2023-01-17 04:53:44,2023-01-19 09:22:55,4,Sedan,60,Mobile Payment
7710,455,1228,2023-03-13 12:41:37,2023-03-16 17:23:46,4,Sedan,60,Mobile Payment
7711,776,2820,2023-08-02 11:41:45,2023-08-06 23:42:36,12,Truck,300,Debit Card
7712,248,3280,2023-08-13 15:50:42,2023-08-17 14:59:12,23,Convertible,690,Cash
7713,498,4323,2023-06-16 11:05:24,2023-06-21 22:45:26,11,Sedan,165,Cash
7714,927,969,2023-09-03 12:51:20,2023-09-09 10:07:02,21,Sedan,315,Cash
7715,809,1346,2023-01-09 21:18:37,2023-01-16 14:48:37,17,Sedan,255,Credit Card
7716,611,1503,2023-12-23 12:25:40,2023-12-28 20:36:04,8,Truck,200,Credit Card
7717,39,2013,2023-06-26 06:49:12,2023-06-29 11:34:13,4,Convertible,120,Credit Card
7718,866,1243,2023-01-31 12:19:56,2023-02-04 04:02:59,15,SUV,300,Cash
7719,963,2987,2023-10-04 21:55:19,2023-10-06 10:32:20,12,Sedan,180,Mobile Payment
7720,979,1006,2023-10-26 20:54:01,2023-10-27 17:07:12,20,Convertible,600,Credit Card
7721,353,1809,2023-10-08 05:18:59,2023-10-12 22:12:49,16,Truck,400,Cash
7722,274,3946,2023-11-01 19:50:22,2023-11-03 05:44:50,9,Truck,225,Cash
7723,815,1286,2023-11-15 22:57:27,2023-11-17 02:22:29,3,Sedan,45,Credit Card
7724,919,1536,2023-06-16 06:41:34,2023-06-21 10:22:30,3,Truck,75,Cash
7725,436,4837,2023-03-14 14:18:13,2023-03-19 19:09:55,4,Truck,100,Mobile Payment
7726,740,4637,2023-11-08 19:24:30,2023-11-11 18:37:51,23,Truck,575,Debit Card
7727,428,413,2023-01-01 14:46:04,2023-01-04 08:14:57,17,SUV,340,Credit Card
7728,402,1383,2023-12-01 14:27:18,2023-12-08 14:01:50,23,Sedan,345,Credit Card
7729,569,1597,2023-03-06 05:18:45,2023-03-07 00:21:17,19,Truck,475,Debit Card
7730,625,3735,2023-09-06 16:57:37,2023-09-13 11:13:31,18,Sedan,270,Debit Card
7731,619,1478,2023-01-11 16:04:23,2023-01-15 23:32:09,7,SUV,140,Credit Card
7732,189,104,2023-03-23 02:04:59,2023-03-23 03:13:55,1,Sedan,15,Cash
7733,547,3054,2023-08-22 02:10:43,2023-08-27 09:58:57,7,SUV,140,Debit Card
7734,780,1520,2023-05-27 22:35:21,2023-05-28 19:22:58,20,SUV,400,Cash
7735,187,2000,2023-12-18 20:00:54,2023-12-24 04:28:01,8,SUV,160,Credit Card
7736,252,3571,2023-11-19 13:06:55,2023-11-25 07:18:23,18,Sedan,270,Credit Card
7737,520,2419,2023-01-05 03:23:39,2023-01-09 15:13:44,11,Convertible,330,Mobile Payment
7738,102,1896,2023-08-06 02:32:52,2023-08-11 15:03:17,12,Sedan,180,Debit Card
7739,183,4700,2023-05-11 19:36:12,2023-05-12 09:59:10,14,Convertible,420,Mobile Payment
7740,871,1344,2023-05-01 22:18:51,2023-05-03 00:04:54,1,Sedan,15,Mobile Payment
7741,803,4824,2023-01-17 06:08:25,2023-01-18 22:52:44,16,Sedan,240,Debit Card
7742,526,3322,2023-08-08 22:50:24,2023-08-14 01:58:15,3,Sedan,45,Credit Card
7743,830,4721,2023-12-19 20:58:13,2023-12-23 06:48:46,9,Convertible,270,Debit Card
7744,17,374,2023-06-24 00:24:41,2023-06-25 12:22:24,11,Convertible,330,Debit Card
7745,374,3263,2023-01-22 22:25:28,2023-01-28 07:38:30,9,SUV,180,Mobile Payment
7746,727,988,2023-04-28 18:16:34,2023-05-05 10:03:19,15,Convertible,450,Credit Card
7747,601,4498,2023-08-04 08:30:58,2023-08-07 04:00:01,19,Sedan,285,Cash
7748,394,2844,2023-11-10 00:13:06,2023-11-11 08:27:07,8,Convertible,240,Cash
7749,611,623,2023-04-28 09:26:20,2023-05-01 09:13:59,23,Sedan,345,Debit Card
7750,397,535,2023-08-11 04:36:05,2023-08-12 11:08:31,6,SUV,120,Credit Card
7751,235,2925,2023-04-02 17:19:28,2023-04-06 07:45:51,14,Truck,350,Credit Card
7752,882,3549,2023-12-04 09:24:02,2023-12-08 16:04:29,6,Convertible,180,Mobile Payment
7753,667,1478,2023-09-30 02:35:54,2023-10-06 11:00:10,8,Convertible,240,Cash
7754,481,2478,2023-06-02 03:35:03,2023-06-04 14:39:11,11,Sedan,165,Credit Card
7755,226,3831,2023-12-06 07:35:18,2023-12-09 23:56:41,16,Convertible,480,Cash
7756,660,1495,2023-02-13 18:33:40,2023-02-18 20:40:41,2,Truck,50,Cash
7757,363,664,2023-01-02 13:21:57,2023-01-04 01:03:29,11,Truck,275,Debit Card
7758,809,4293,2023-09-06 07:48:14,2023-09-08 10:58:27,3,Sedan,45,Mobile Payment
7759,452,3282,2023-04-29 02:58:46,2023-05-02 20:11:46,17,Truck,425,Cash
7760,92,4482,2023-12-07 09:02:10,2023-12-09 19:56:51,10,Convertible,300,Debit Card
7761,60,1244,2023-02-01 10:34:50,2023-02-01 21:03:34,10,SUV,200,Mobile Payment
7762,469,2508,2023-11-08 04:48:20,2023-11-10 07:47:27,2,Truck,50,Credit Card
7763,723,1445,2023-02-26 05:00:44,2023-03-03 13:20:34,8,Truck,200,Credit Card
7764,43,240,2023-07-15 22:03:57,2023-07-22 04:46:12,6,SUV,120,Mobile Payment
7765,690,2470,2023-04-22 20:30:59,2023-04-27 06:24:29,9,Truck,225,Debit Card
7766,397,603,2023-01-26 02:25:16,2023-02-01 04:42:13,2,Sedan,30,Cash
7767,859,475,2023-10-02 10:37:08,2023-10-08 18:54:45,8,Sedan,120,Mobile Payment
7768,319,51,2023-03-22 05:56:55,2023-03-26 23:15:52,17,Sedan,255,Debit Card
7769,431,4672,2023-06-05 00:46:32,2023-06-10 08:07:43,7,Sedan,105,Cash
7770,854,589,2023-12-14 10:36:03,2023-12-20 22:51:54,12,SUV,240,Cash
7771,925,2831,2023-03-22 15:00:15,2023-03-28 10:11:16,19,Truck,475,Credit Card
7772,78,1517,2023-02-14 03:38:50,2023-02-19 09:36:10,5,SUV,100,Debit Card
7773,683,2667,2023-11-05 21:15:42,2023-11-12 20:41:03,23,SUV,460,Debit Card
7774,409,66,2023-02-13 08:23:34,2023-02-13 20:19:53,11,Truck,275,Credit Card
7775,430,2576,2023-07-14 06:08:57,2023-07-20 11:33:20,5,Sedan,75,Mobile Payment
7776,483,3086,2023-03-25 02:53:58,2023-03-28 23:31:06,20,SUV,400,Cash
7777,894,4426,2023-03-08 19:08:11,2023-03-11 18:23:16,23,SUV,460,Credit Card
7778,577,3266,2023-06-26 01:39:36,2023-06-28 06:36:08,4,Convertible,120,Debit Card
7779,815,298,2023-09-27 12:13:21,2023-09-30 14:58:11,2,Sedan,30,Debit Card
7780,346,3862,2023-12-13 23:51:09,2023-12-15 20:14:58,20,Truck,500,Debit Card
7781,930,626,2023-01-25 16:00:06,2023-01-25 19:39:59,3,Convertible,90,Cash
7782,90,3090,2023-12-23 21:15:32,2023-12-29 05:32:00,8,Truck,200,Mobile Payment
7783,175,2626,2023-09-17 14:51:30,2023-09-22 04:10:31,13,SUV,260,Cash
7784,447,3252,2023-01-19 20:03:23,2023-01-26 15:33:02,19,Sedan,285,Debit Card
7785,57,572,2023-03-02 03:43:56,2023-03-06 17:09:55,13,Truck,325,Cash
7786,242,1958,2023-02-12 17:05:58,2023-02-19 05:45:10,12,SUV,240,Cash
7787,17,956,2023-10-20 14:06:52,2023-10-24 12:39:02,22,Convertible,660,Mobile Payment
7788,378,4469,2023-06-22 19:21:48,2023-06-23 15:27:30,20,Truck,500,Mobile Payment
7789,124,3589,2023-01-10 11:27:10,2023-01-10 20:54:54,9,Convertible,270,Mobile Payment
7790,748,1317,2023-07-23 23:29:53,2023-07-29 01:10:52,1,SUV,20,Credit Card
7791,218,1210,2023-05-27 15:44:02,2023-05-30 11:48:11,20,SUV,400,Debit Card
7792,803,3436,2023-05-12 03:06:16,2023-05-19 01:11:53,22,SUV,440,Debit Card
7793,636,4999,2023-02-02 21:31:43,2023-02-09 10:25:03,12,Truck,300,Credit Card
7794,976,1073,2023-02-03 06:43:35,2023-02-05 17:48:38,11,SUV,220,Mobile Payment
7795,259,4820,2023-02-08 12:28:42,2023-02-10 16:51:13,4,SUV,80,Credit Card
7796,114,2569,2023-05-09 06:37:13,2023-05-10 18:54:36,12,Truck,300,Mobile Payment
7797,106,3263,2023-03-13 21:42:12,2023-03-17 02:13:06,4,Truck,100,Mobile Payment
7798,378,4565,2023-07-25 10:53:33,2023-08-01 00:18:25,13,Truck,325,Mobile Payment
7799,398,566,2023-12-12 21:39:49,2023-12-16 21:46:09,0,SUV,0,Debit Card
7800,455,4145,2023-06-02 18:37:45,2023-06-03 09:10:41,14,Truck,350,Debit Card
7801,620,1319,2023-06-29 09:14:09,2023-07-01 16:28:52,7,SUV,140,Mobile Payment
7802,835,4025,2023-07-27 09:51:58,2023-07-27 23:26:55,13,SUV,260,Debit Card
7803,980,4170,2023-09-01 04:20:11,2023-09-05 17:00:49,12,Sedan,180,Mobile Payment
7804,417,1798,2023-07-08 20:07:13,2023-07-09 05:23:19,9,Convertible,270,Debit Card
7805,6,2048,2023-03-26 14:00:45,2023-03-27 19:21:49,5,Truck,125,Debit Card
7806,964,1354,2023-09-09 11:45:03,2023-09-15 11:50:43,0,Sedan,0,Debit Card
7807,114,3073,2023-08-07 13:19:20,2023-08-13 07:36:03,18,Truck,450,Mobile Payment
7808,540,4262,2023-03-11 21:30:03,2023-03-16 19:38:48,22,Sedan,330,Credit Card
7809,884,4893,2023-02-22 04:34:59,2023-02-28 20:48:34,16,Truck,400,Debit Card
7810,371,1340,2023-05-07 18:23:59,2023-05-11 22:00:43,3,SUV,60,Mobile Payment
7811,983,2097,2023-05-04 17:33:58,2023-05-09 19:27:45,1,SUV,20,Cash
7812,134,1235,2023-08-08 17:07:49,2023-08-11 18:40:16,1,Sedan,15,Mobile Payment
7813,811,29,2023-05-24 14:37:42,2023-05-27 10:36:29,19,Sedan,285,Mobile Payment
7814,704,1048,2023-03-31 03:21:32,2023-04-05 16:14:55,12,Convertible,360,Credit Card
7815,321,1785,2023-12-14 03:05:52,2023-12-16 09:03:38,5,Sedan,75,Credit Card
7816,548,3849,2023-09-24 10:09:44,2023-09-30 01:41:10,15,SUV,300,Mobile Payment
7817,693,4351,2023-12-30 04:05:10,2024-01-02 04:55:27,0,Convertible,0,Credit Card
7818,112,2988,2023-11-16 14:35:52,2023-11-21 02:45:04,12,Convertible,360,Credit Card
7819,320,1373,2023-11-12 03:32:37,2023-11-12 12:30:31,8,Convertible,240,Credit Card
7820,10,2625,2023-05-01 18:12:58,2023-05-02 02:55:18,8,SUV,160,Cash
7821,59,3623,2023-09-27 17:50:59,2023-10-03 08:37:29,14,Sedan,210,Cash
7822,246,3418,2023-01-22 13:24:07,2023-01-24 21:35:13,8,Sedan,120,Credit Card
7823,373,2059,2023-07-16 01:13:46,2023-07-19 00:14:42,23,SUV,460,Mobile Payment
7824,907,2150,2023-07-06 16:34:36,2023-07-12 12:09:18,19,Truck,475,Mobile Payment
7825,231,3698,2023-08-13 01:37:51,2023-08-16 00:50:07,23,Truck,575,Debit Card
7826,279,1707,2023-07-12 18:58:53,2023-07-14 15:51:09,20,Truck,500,Cash
7827,381,222,2023-08-01 11:44:21,2023-08-03 12:38:53,0,SUV,0,Cash
7828,146,4261,2023-09-18 05:49:15,2023-09-20 13:22:01,7,SUV,140,Debit Card
7829,856,379,2023-06-07 12:31:26,2023-06-12 21:49:16,9,Sedan,135,Mobile Payment
7830,837,4420,2023-03-23 14:39:06,2023-03-30 00:23:40,9,Convertible,270,Mobile Payment
7831,819,15,2023-07-17 08:40:28,2023-07-20 11:45:49,3,SUV,60,Debit Card
7832,520,4098,2023-09-09 02:29:14,2023-09-11 18:50:23,16,Truck,400,Debit Card
7833,358,550,2023-08-02 09:10:04,2023-08-06 07:33:29,22,Sedan,330,Credit Card
7834,848,3097,2023-01-22 08:08:42,2023-01-22 21:56:54,13,Sedan,195,Mobile Payment
7835,346,4666,2023-06-05 22:31:09,2023-06-11 20:47:59,22,Sedan,330,Credit Card
7836,502,4473,2023-03-04 13:45:36,2023-03-08 12:53:39,23,Sedan,345,Debit Card
7837,344,4941,2023-07-21 19:49:59,2023-07-23 01:19:53,5,Truck,125,Mobile Payment
7838,332,722,2023-03-12 17:54:59,2023-03-15 23:46:33,5,Truck,125,Credit Card
7839,428,2503,2023-03-25 13:34:27,2023-03-30 03:26:50,13,Convertible,390,Debit Card
7840,197,511,2023-03-19 16:20:34,2023-03-22 13:17:37,20,Sedan,300,Debit Card
7841,757,1224,2023-08-26 17:09:45,2023-09-01 12:47:49,19,Truck,475,Credit Card
7842,614,3766,2023-03-24 13:06:30,2023-03-29 22:30:37,9,Truck,225,Debit Card
7843,979,3326,2023-10-21 22:48:13,2023-10-28 01:11:07,2,Convertible,60,Credit Card
7844,813,1032,2023-01-04 10:00:55,2023-01-09 06:28:23,20,Truck,500,Credit Card
7845,663,1312,2023-12-07 18:35:17,2023-12-12 15:27:46,20,Truck,500,Cash
7846,49,4052,2023-10-17 08:29:07,2023-10-18 08:51:53,0,Convertible,0,Cash
7847,535,4338,2023-04-08 17:44:39,2023-04-11 14:51:52,21,SUV,420,Debit Card
7848,332,4254,2023-04-12 13:11:23,2023-04-14 10:50:08,21,Sedan,315,Mobile Payment
7849,113,1590,2023-03-18 14:41:15,2023-03-19 13:54:32,23,SUV,460,Credit Card
7850,931,2994,2023-04-02 06:02:21,2023-04-08 12:23:29,6,Convertible,180,Credit Card
7851,896,4924,2023-01-13 19:06:39,2023-01-14 07:07:44,12,Convertible,360,Debit Card
7852,59,3699,2023-04-06 03:52:07,2023-04-07 05:39:39,1,Sedan,15,Credit Card
7853,372,152,2023-11-30 06:33:17,2023-12-01 18:37:53,12,Sedan,180,Debit Card
7854,271,268,2023-12-06 09:11:50,2023-12-08 03:25:26,18,Truck,450,Mobile Payment
7855,673,733,2023-08-06 05:56:08,2023-08-12 18:12:05,12,Truck,300,Credit Card
7856,771,2643,2023-10-29 04:30:58,2023-11-02 00:47:56,20,Sedan,300,Mobile Payment
7857,910,4894,2023-03-16 03:59:40,2023-03-21 05:19:28,1,Sedan,15,Credit Card
7858,508,3550,2023-01-05 17:09:49,2023-01-11 05:31:02,12,Convertible,360,Cash
7859,969,4289,2023-09-02 15:42:07,2023-09-08 15:38:38,23,Convertible,690,Cash
7860,468,18,2023-11-26 06:42:17,2023-12-01 16:01:11,9,Convertible,270,Credit Card
7861,57,2911,2023-11-04 20:51:58,2023-11-06 10:52:26,14,SUV,280,Debit Card
7862,534,3557,2023-04-11 19:52:56,2023-04-14 16:39:15,20,SUV,400,Credit Card
7863,995,3669,2023-02-27 10:44:30,2023-03-02 14:53:56,4,Sedan,60,Debit Card
7864,462,4441,2023-01-02 08:38:59,2023-01-03 09:23:05,0,Sedan,0,Cash
7865,917,21,2023-02-13 10:43:04,2023-02-18 07:46:48,21,SUV,420,Debit Card
7866,274,2522,2023-04-17 05:32:39,2023-04-17 06:58:38,1,Truck,25,Mobile Payment
7867,820,1675,2023-08-04 05:35:17,2023-08-04 11:49:14,6,Truck,150,Debit Card
7868,791,3257,2023-05-31 18:21:24,2023-06-03 02:33:08,8,SUV,160,Mobile Payment
7869,272,2957,2023-12-04 03:08:54,2023-12-05 03:56:09,0,SUV,0,Mobile Payment
7870,943,958,2023-01-15 03:50:48,2023-01-16 08:02:54,4,Sedan,60,Debit Card
7871,532,1143,2023-09-22 16:02:27,2023-09-23 03:39:18,11,Convertible,330,Cash
7872,431,3903,2023-12-06 08:03:42,2023-12-10 02:49:30,18,Truck,450,Credit Card
7873,428,1991,2023-01-18 06:33:20,2023-01-24 16:28:22,9,Truck,225,Mobile Payment
7874,195,3653,2023-12-15 06:46:49,2023-12-16 20:01:24,13,Convertible,390,Debit Card
7875,396,4922,2023-01-01 02:26:55,2023-01-07 20:13:07,17,Sedan,255,Cash
7876,535,4705,2023-05-22 10:56:20,2023-05-28 23:11:15,12,Sedan,180,Mobile Payment
7877,245,2233,2023-12-29 01:11:06,2023-12-29 12:33:36,11,Truck,275,Credit Card
